ID	forward reads	reverse reads
3035608	/mnt/d/2024_2025/ITD/DEV2/IlK_MehtylAngelmann/04_Snakepipe/00_data/3035608_S1_L004_R1_001_1.fastq.gz	/mnt/d/2024_2025/ITD/DEV2/IlK_MehtylAngelmann/04_Snakepipe/00_data/3035608_S1_L004_R2_001_1.fastq.gz
